instant_day,dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,instant_hour,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,is_peak_hour,price,net_change
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,6369,4,0,9,22,0,2,1,1,0.6,0.5455,0.88,0.0896,19,102,121,0,12.555791518849343,-75.0
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,6370,4,0,9,23,0,2,1,1,0.6,0.5455,0.88,0.0896,11,82,93,0,17.45304326518643,-28.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6371,4,0,9,0,0,3,1,1,0.6,0.5455,0.88,0.0,7,29,36,0,14.960183421014035,
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6372,4,0,9,1,0,3,1,1,0.6,0.5455,0.88,0.0,1,13,14,0,10.075517988878238,-22.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6373,4,0,9,2,0,3,1,1,0.6,0.5455,0.88,0.2537,0,9,9,0,19.03284534138286,-5.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6374,4,0,9,3,0,3,1,2,0.6,0.5152,0.94,0.0896,0,3,3,0,18.68311356873773,-6.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6375,4,0,9,4,0,3,1,1,0.6,0.5455,0.88,0.0,1,3,4,0,8.140225990761481,1.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6376,4,0,9,5,0,3,1,2,0.6,0.5152,0.94,0.0,2,20,22,0,5.5912637768054445,18.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6377,4,0,9,6,0,3,1,3,0.6,0.5152,0.94,0.1642,3,111,114,0,16.119630625261433,92.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6378,4,0,9,7,0,3,1,3,0.6,0.5152,0.94,0.1642,8,177,185,0,17.4141539202373,71.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6379,4,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.2239,17,270,287,0,19.51796848927033,102.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6380,4,0,9,9,0,3,1,3,0.62,0.5455,0.94,0.2239,14,141,155,0,18.347545911324662,-132.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6381,4,0,9,10,0,3,1,2,0.62,0.5455,0.94,0.0,20,109,129,0,14.008021523096222,-26.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6382,4,0,9,11,0,3,1,2,0.66,0.6061,0.83,0.1045,24,127,151,0,12.950785088185713,22.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6383,4,0,9,12,0,3,1,2,0.68,0.6364,0.79,0.0,25,159,184,0,5.417615768938794,33.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6384,4,0,9,13,0,3,1,1,0.7,0.6667,0.74,0.2537,24,138,162,0,8.699846702671667,-22.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6385,4,0,9,14,0,3,1,1,0.72,0.6818,0.62,0.2537,25,145,170,0,11.894221275993896,8.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6386,4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,35,146,181,0,14.427558501253518,11.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6387,4,0,9,16,0,3,1,1,0.7,0.6515,0.7,0.194,39,241,280,1,13.35877749977616,99.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6388,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,64,115,591,1,16.139539845225357,311.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6389,4,0,9,18,0,3,1,3,0.66,0.6061,0.83,0.2537,65,459,524,1,9.196503963305613,-67.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6390,4,0,9,19,0,3,1,3,0.66,0.6061,0.83,0.2537,57,315,372,0,13.474289114787098,-152.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6391,4,0,9,20,0,3,1,3,0.6,0.5606,0.83,0.2985,11,91,102,0,6.322133650861882,-270.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6392,4,0,9,21,0,3,1,3,0.6,0.5455,0.88,0.2537,7,67,74,0,11.204982853748104,-28.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6393,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,19,68,87,0,16.252412494319014,13.0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,6394,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,12,59,71,0,15.40101280143566,-16.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6395,4,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.194,7,33,40,0,19.859641057582685,
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6396,4,0,9,1,0,4,1,2,0.6,0.5,1.0,0.194,3,20,23,0,9.16836688981634,-17.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6397,4,0,9,2,0,4,1,2,0.6,0.5,1.0,0.194,0,2,2,0,12.472839487609686,-21.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6398,4,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.194,0,8,8,0,9.942956206609951,6.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6399,4,0,9,4,0,4,1,2,0.6,0.5455,0.88,0.194,2,5,7,0,11.609046710887622,-1.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6400,4,0,9,5,0,4,1,2,0.6,0.5455,0.88,0.1045,0,22,22,0,17.854251948040822,15.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6401,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,5,106,111,0,15.263136127827298,89.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6402,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,14,269,283,0,18.236617870213724,172.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6403,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0.0,29,402,431,0,8.052666624978297,148.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6404,4,0,9,9,0,4,1,1,0.62,0.5909,0.78,0.2537,27,198,225,0,18.10041676762157,-206.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6405,4,0,9,10,0,4,1,1,0.64,0.6061,0.65,0.194,24,103,127,0,5.896434112675767,-98.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6406,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,36,122,158,0,18.328989206557285,31.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6407,4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,38,157,195,0,9.936106691910918,37.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6408,4,0,9,13,0,4,1,1,0.64,0.6212,0.61,0.194,36,175,211,0,9.718814501210996,16.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6409,4,0,9,14,0,4,1,1,0.68,0.6364,0.51,0.2985,33,134,167,0,12.681328650479958,-44.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6410,4,0,9,15,0,4,1,1,0.68,0.6364,0.45,0.3881,42,185,227,0,19.110352815848476,60.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6411,4,0,9,16,0,4,1,1,0.68,0.6364,0.41,0.3582,64,227,291,1,5.71672047022108,64.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6412,4,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,62,115,589,1,10.28346462606118,298.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6413,4,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,84,115,584,1,17.848579830250035,-5.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6414,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,36,348,384,0,10.940817161532001,-200.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6415,4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,39,234,273,0,7.987353463956005,-111.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6416,4,0,9,21,0,4,1,1,0.58,0.5455,0.56,0.0,30,195,225,0,11.371912719971176,-48.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6417,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0.0,25,150,175,0,10.783287522375039,-50.0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,6418,4,0,9,23,0,4,1,1,0.52,0.5,0.77,0.1045,17,64,81,0,18.73124302200055,-94.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6419,4,0,9,0,0,5,1,1,0.52,0.5,0.83,0.1045,7,53,60,0,16.429015636146456,
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6420,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23,0,12.576733336160096,-37.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6421,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15,0,19.825558500823565,-8.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6422,4,0,9,3,0,5,1,1,0.52,0.5,0.83,0.1045,0,3,3,0,11.97916296913885,-12.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6423,4,0,9,4,0,5,1,1,0.52,0.5,0.83,0.194,2,6,8,0,5.873567462304129,5.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6424,4,0,9,5,0,5,1,1,0.52,0.5,0.83,0.194,3,23,26,0,8.934114827224773,18.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6425,4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,0,98,98,0,11.54105720328969,72.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6426,4,0,9,7,0,5,1,1,0.52,0.5,0.83,0.2239,14,283,297,0,7.3535393621918015,199.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6427,4,0,9,8,0,5,1,1,0.54,0.5152,0.77,0.1343,31,425,456,0,19.213476894860644,159.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6428,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194,23,214,237,0,16.502733467266598,-219.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6429,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0.0,46,122,168,0,9.02430800641659,-69.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6430,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217,0,13.862068002768737,49.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6431,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,59,195,254,0,15.821737356643581,37.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6432,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266,0,19.11918393360197,12.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6433,4,0,9,14,0,5,1,2,0.64,0.6212,0.47,0.2985,93,173,266,0,18.22453023763116,0.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6434,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,52,193,245,0,12.727883392073206,-21.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6435,4,0,9,16,0,5,1,1,0.62,0.6212,0.53,0.2239,62,298,360,1,16.619789296895263,115.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6436,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194,94,497,591,1,13.432171307413775,231.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6437,4,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,62,449,511,1,13.290558350683101,-80.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6438,4,0,9,19,0,5,1,1,0.54,0.5152,0.52,0.2836,42,332,374,0,6.721129375072879,-137.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6439,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,28,202,230,0,6.892064870242281,-144.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6440,4,0,9,21,0,5,1,1,0.52,0.5,0.55,0.194,27,179,206,0,12.943004225336862,-24.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6441,4,0,9,22,0,5,1,1,0.52,0.5,0.55,0.3284,30,129,159,0,9.032923174685099,-47.0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,6442,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,23,109,132,0,5.3155535369070295,-27.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6443,4,0,10,0,0,6,0,1,0.5,0.4848,0.63,0.3881,24,106,130,0,15.842588058503184,
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6444,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58,0,5.487298950352474,-72.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6445,4,0,10,2,0,6,0,1,0.46,0.4545,0.63,0.4179,21,46,67,0,13.929152616560819,9.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6446,4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,8,17,25,0,13.087906911909716,-42.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6447,4,0,10,4,0,6,0,1,0.44,0.4394,0.58,0.4179,2,6,8,0,19.532220358667068,-17.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6448,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,1,4,5,0,12.263197090214625,-3.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6449,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,4,15,19,0,5.9540215456669605,14.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6450,4,0,10,7,0,6,0,3,0.42,0.4242,0.67,0.2537,6,30,36,0,13.275319517096925,17.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6451,4,0,10,8,0,6,0,2,0.4,0.4091,0.76,0.3284,9,58,67,0,17.61644255924152,31.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6452,4,0,10,9,0,6,0,3,0.4,0.4091,0.82,0.3582,17,112,129,0,19.9527392642216,62.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6453,4,0,10,10,0,6,0,3,0.4,0.4091,0.76,0.3582,21,100,121,0,11.455147605336087,-8.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6454,4,0,10,11,0,6,0,3,0.38,0.3939,0.82,0.3284,30,102,132,0,9.804481137451138,11.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6455,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,28,130,158,0,18.599799454279985,26.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6456,4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,27,98,125,0,7.868631936141821,-33.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6457,4,0,10,14,0,6,0,2,0.42,0.4242,0.71,0.3582,33,147,180,0,14.231433725493899,55.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6458,4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,41,154,195,0,11.085716362714216,15.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6459,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223,1,5.61623547433333,28.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6460,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.194,58,170,228,1,10.209327114585466,5.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6461,4,0,10,18,0,6,0,3,0.38,0.3939,0.87,0.2239,23,117,140,1,8.978427837540119,-88.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6462,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,27,99,126,0,15.291367309152303,-14.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6463,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,8,58,66,0,19.231857465378773,-60.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6464,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56,0,9.020707810679566,-10.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6465,4,0,10,22,0,6,0,2,0.36,0.3485,0.93,0.2239,12,58,70,0,17.171989087275225,14.0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,6466,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65,0,5.830397254076143,-5.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6467,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47,0,13.071815150597198,
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6468,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24,0,6.058250955648418,-23.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6469,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30,0,19.01049486695959,6.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6470,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9,0,16.495269208360853,-21.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6471,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7,0,14.869248668068884,-2.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6472,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7,0,17.358445724369965,0.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6473,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15,0,14.712796933552447,8.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6474,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29,0,19.534165957614366,14.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6475,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64,0,15.709369217971572,35.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6476,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,0,18.8698791437337,51.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6477,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,0,12.75697838015957,133.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6478,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,0,6.7559661947279395,44.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6479,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,0,12.922665821345257,29.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6480,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,0,6.9030924209463995,-13.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6481,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,0,13.887402187646076,-52.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6482,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,0,12.237395907914944,-83.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6483,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,1,14.338630967491726,33.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6484,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,1,5.150704715822474,-39.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6485,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,1,7.922607374830461,7.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6486,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,0,12.369956478681964,-12.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6487,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,0,19.257553423837024,-75.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6488,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,0,10.754135605327376,1.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6489,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,0,11.36558039080452,-24.0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,6490,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,0,15.720441335099332,-39.0
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,6491,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,0,14.05689135929177,
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,6492,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,0,9.483892251474998,-10.0
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,6493,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,0,11.162245933511416,-2.0
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,6494,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0.0,1,6,7,0,8.265496982858487,3.0
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,6495,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,0,19.49032188695313,1.0
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,6496,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,0,6.959515723360396,13.0
